country,ccode,year,month,dates,elecViolence1,l.elecViolence1,elecViolence2,l.elecViolence2,tae1,nvio1,tae2,nvio2,pcgdp,growth,logIMR,logpredict,SPI,lnpop2,political_violence,gov_democracy,gov_interim,logtenure,dem_duration,regav_dem,regav_pcgdp,regav_IMR,regav_growth,gdpdiff,del_reggdp,del_regten,del_regdem,growthdiff,del_reggrow
Philippines,840,1977,12,12/16/1977,peace,1,peace,1,1,0,1,0,494.7646484,1.118022561,3.992681026,0.003468076,0.273660649,113.9584198,-0.08533787,0,0,4.983606815,0,0.83190976,1619.898926,4.013426213,1.101281389,0.305429339,-0.015198717,0.063559406,-0.096658126,1.015201569,0.039671231
Myanmar (Burma),775,1978,1,1/1/1978,peace,1,peace,1,1,0,1,0,37.22011948,1.073345304,4.623991966,0.007400124,0.296418892,107.6740723,-0.228349626,0,0,5.257495403,0,0.832585168,1953.551147,3.976963906,1.129126742,0.019052545,0.11429894,0.092808589,0.016917503,0.950597703,0.027845353
Finland,375,1978,1,1/15/1978,peace,0,peace,0,2,0,2,0,7651.831543,1.079176903,2.091864109,0.00036933,0.374105525,71.67502594,-0.361005604,1,0,5.575949192,3.526360512,2.179163814,6939.449219,2.81973023,1.155111875,1.102656841,0.142045185,0.068979926,0.057195593,0.934261799,0.035673715
Sudan,625,1978,2,2/2/1978,peace,1,peace,1,1,1,2,0,535.7924194,0.852272689,4.489759445,0.008659701,0.030408606,92.26649475,-0.361005604,0,0,4.672828674,0,0.04442428,746.9301758,4.711820574,1.109328087,0.717325985,0.137348488,0.136627331,-0.0039309,0.768278301,0.013484128
Costa Rica,94,1978,2,2/5/1978,peace,0,peace,0,1,0,1,0,1742.305054,1.116679788,3.173878431,0.001331209,-0.160045685,59.36037445,-0.361005604,1,0,3.850147486,3.375879526,1.065532208,2416.700439,3.842290176,1.099058582,0.720943749,0.087736122,0.117888533,0.019648055,1.016033053,-0.025975546
Costa Rica,94,1978,2,2/5/1978,peace,0,peace,0,1,0,1,0,1742.305054,1.116679788,3.173878431,0.001331209,-0.160045685,59.36037445,-0.361005604,1,0,3.850147486,3.375879526,1.065532208,2416.700439,3.842290176,1.099058582,0.720943749,0.087736122,0.117888533,0.019648055,1.016033053,-0.025975546
Syria,652,1978,2,2/8/1978,vio,0,peace,0,2,0,2,0,1081.58374,1.165328264,3.941581726,0.00975698,0.644849161,81.49701691,-0.357962787,0,0,4.454347134,0,0.34867131,5569.18457,4.221366186,1.09029048,0.194208637,0.085392304,0.093300916,0.004578331,1.068823695,-0.012501535
Paraguay,150,1978,2,2/12/1978,vio,0,vio,0,2,0,2,0,789.7350464,1.192050815,3.943521738,0.003263659,-0.610299678,64.23943329,-0.361005604,0,0,5.652489185,0,1.065532208,2416.700439,3.842290176,1.099058582,0.326782346,0.087736122,0.117888533,0.019648055,1.08461082,-0.025975546
Paraguay,150,1978,2,2/12/1978,vio,0,vio,0,2,0,2,0,789.7350464,1.192050815,3.943521738,0.003263659,-0.610299678,64.23943329,-0.361005604,0,0,5.652489185,0,1.065532208,2416.700439,3.842290176,1.099058582,0.326782346,0.087736122,0.117888533,0.019648055,1.08461082,-0.025975546
Colombia,100,1978,2,2/26/1978,peace,0,peace,0,1,0,1,0,1186.111816,1.168355942,3.912023067,0.001403494,-0.190448805,103.0900269,-0.112723097,1,0,3.784189701,3.032546282,1.065532208,2416.700439,3.842290176,1.099058582,0.490798026,0.087736122,0.117888533,0.019648055,1.063051581,-0.025975546
Senegal,433,1978,2,2/26/1978,vio,0,peace,0,1,0,1,0,608.0055542,1.090174079,4.577798843,0.007437908,-1.58234308,73.06372833,-0.361005604,0,0,5.356586456,0,0.04442428,746.9301758,4.711820574,1.109328087,0.814005852,0.137348488,0.136627331,-0.0039309,0.982733667,0.013484128
Senegal,433,1978,2,2/26/1978,vio,0,peace,0,1,0,1,0,608.0055542,1.090174079,4.577798843,0.007437908,-1.58234308,73.06372833,-0.361005604,0,0,5.356586456,0,0.04442428,746.9301758,4.711820574,1.109328087,0.814005852,0.137348488,0.136627331,-0.0039309,0.982733667,0.013484128
Guatemala,90,1978,3,3/5/1978,vio,1,peace,0,1,0,1,0,821.4505615,1.080772758,4.54009819,0.006527639,0.150199113,77.62669373,-0.210092798,0,0,3.828641415,0,1.067102977,2416.700439,3.842290176,1.099058582,0.339905828,0.087736122,0.115658887,0.019453745,0.983362257,-0.025975546
Guatemala,90,1978,3,3/5/1978,vio,1,peace,0,1,0,1,0,821.4505615,1.080772758,4.54009819,0.006527639,0.150199113,77.62669373,-0.210092798,0,0,3.828641415,0,1.067102977,2416.700439,3.842290176,1.099058582,0.339905828,0.087736122,0.115658887,0.019453745,0.983362257,-0.025975546
France,220,1978,3,3/12/1978,peace,0,peace,0,1,0,1,0,9524.318359,1.229969382,2.397895336,0.000716416,1.131331258,118.997406,-0.351877183,1,0,3.871201038,3.016351461,2.187112916,6939.449219,2.81973023,1.155111875,1.372489095,0.142045185,0.065567717,0.05384253,1.064805388,0.035673715
El Salvador,92,1978,3,3/12/1978,vio,1,vio,1,1,2,1,2,753.7023926,1.042148113,4.456670284,0.000842151,-0.229881297,70.7534256,-0.348834395,0,0,2.302585125,0,1.067102977,2416.700439,3.842290176,1.099058582,0.311872482,0.087736122,0.115658887,0.019453745,0.948218882,-0.025975546
France,220,1978,3,3/19/1978,peace,0,peace,0,2,0,2,0,9524.318359,1.229969382,2.397895336,0.000716416,1.131331258,118.997406,-0.351877183,1,0,3.871201038,3.016351461,2.187112916,6939.449219,2.81973023,1.155111875,1.372489095,0.142045185,0.065567717,0.05384253,1.064805388,0.035673715
Philippines,840,1978,4,4/7/1978,peace,0,peace,0,2,0,2,0,556.352478,1.124479055,3.988984108,0.006193751,-0.025290952,114.5587234,-0.228349626,0,0,5.010635376,0,0.819926169,1860.71106,4.012547679,1.128386766,0.298999935,0.048095446,-0.005195437,-0.000517033,0.996536911,0.027105376
Panama,95,1978,5,5/7/1978,peace,0,peace,0,1,0,1,0,1771.687866,1.088789344,3.634951115,0.001245462,-0.035737258,56.70117569,-0.361005604,0,0,4.762174129,0,1.140819974,2394.220703,3.821894099,1.099596279,0.739985168,0.09049616,0.045227334,0.089696288,0.990171909,-0.025437849
Dominican Republic,42,1978,5,5/16/1978,peace,0,peace,0,1,0,1,0,1125.628296,1.007501364,4.222444534,0.007218763,0.15548741,74.27682495,-0.361005604,1,0,4.976733685,0,1.140819974,2394.220703,3.821894099,1.099596279,0.470143914,0.09049616,0.045227334,0.089696288,0.916246593,-0.025437849
Dominican Republic,42,1978,5,5/16/1978,peace,0,peace,0,1,0,1,0,1125.628296,1.007501364,4.222444534,0.007218763,0.15548741,74.27682495,-0.361005604,1,0,4.976733685,0,1.140819974,2394.220703,3.821894099,1.099596279,0.470143914,0.09049616,0.045227334,0.089696288,0.916246593,-0.025437849
Cameroon,471,1978,5,5/28/1978,peace,0,peace,0,2,0,2,0,644.9174805,1.272324204,4.727387905,0.002516751,-0.114282625,77.40132141,-0.361005604,0,0,5.402677536,0,0.044156784,743.348938,4.713742845,1.108359612,0.867583752,0.101239324,0.109300233,-0.014825605,1.147934437,0.008648061
Bangladesh,771,1978,6,6/3/1978,peace,0,peace,0,1,0,1,0,212.0373383,1.324352384,4.935193062,0.063921712,-0.064699056,126.3235321,-0.228349626,0,0,3.496507645,0,0.838948376,1953.551147,3.976963906,1.129126742,0.108539432,0.11429894,0.025786618,0.01548157,1.172899723,0.027845353
Colombia,100,1978,6,6/4/1978,vio,0,peace,0,2,0,2,0,1186.111816,1.168355942,3.912023067,0.003994761,0.50199772,103.0900269,-0.112723097,1,0,3.871201038,3.048482895,1.074553676,2416.700439,3.842290176,1.099058582,0.490798026,0.087736122,0.022345802,0.021719562,1.063051581,-0.025975546
Peru,135,1978,6,6/18/1978,vio,0,vio,0,1,0,1,0,844.2352905,0.832902491,4.448516369,0.002897759,0.439216961,94.21116638,-0.361005604,0,0,3.583518982,0,1.074553676,2416.700439,3.842290176,1.099058582,0.349333853,0.087736122,0.022345802,0.021719562,0.757832646,-0.025975546
Malawi,553,1978,6,6/29/1978,peace,0,peace,0,1,0,1,0,265.7642517,1.141325235,5.098646164,0.003391813,0.756794308,75.28591156,-0.361005604,0,0,5.129898548,0,0.044977344,746.9301758,4.711820574,1.109328087,0.355808705,0.087632328,0.15237315,-0.014174418,1.02884376,0.010495394
Malaysia,820,1978,7,7/8/1978,peace,0,peace,0,1,0,1,0,1353.474243,1.213439345,3.360375404,0.00075874,-0.824028711,90.01065063,-0.056725271,0,0,3.465735912,0,0.82522946,1907.990112,3.97417632,1.129623867,0.709371746,0.147919193,0.050150167,-0.052706897,1.07419765,0.02889606
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.052048456,0.853002996,72.93135834,-0.361005604,0,0,4.442651272,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.048793823,0.853002996,72.93135834,-0.361005604,0,1,0.693147182,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.052048456,0.853002996,72.93135834,-0.361005604,0,0,4.442651272,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.048793823,0.853002996,72.93135834,-0.361005604,0,1,0.693147182,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.048793823,0.853002996,72.93135834,-0.361005604,0,1,0.693147182,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.052048456,0.853002996,72.93135834,-0.361005604,0,0,4.442651272,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.048793823,0.853002996,72.93135834,-0.361005604,0,1,0.693147182,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Bolivia,145,1978,7,7/9/1978,peace,0,peace,0,1,0,1,0,602.8165894,1.139038444,4.771531582,0.052048456,0.853002996,72.93135834,-0.361005604,0,0,4.442651272,0,0.980128535,2269.819092,3.906407608,1.096810211,0.265579134,0.047848534,-0.158541426,-0.039371785,1.038500905,-0.031941343
Ecuador,130,1978,7,7/16/1978,peace,1,peace,1,1,0,1,0,1473.292725,1.052948833,4.29864502,0.027317381,-0.32339569,79.6769104,-0.357962787,0,0,3.465735912,0,0.980128535,2269.819092,3.906407608,1.096810211,0.649079382,0.047848534,-0.158541426,-0.039371785,0.960010052,-0.031941343
Comoros,581,1978,10,10/22/1978,peace,0,peace,0,1,0,1,0,578.6125488,1.045823336,4.837867737,0.008961605,0.535931341,32.72459412,-0.361005604,0,0,1.945910096,0,0.045514379,746.9301758,4.711820574,1.109328087,0.77465415,0.09782131,0.081360824,0.001625117,0.942753851,0.013032859
United States of America,2,1978,11,11/7/1978,peace,0,peace,0,2,0,2,0,10546.58887,1.117679238,2.624668598,0.000286426,0.003644813,151.9252472,-0.348834395,1,0,3.178053856,5.250526905,1.040244035,2305.547852,3.857033986,1.099144552,4.574439526,0.043698136,-0.199743822,-0.020894481,1.016862869,-0.025889574
Albania,339,1978,11,11/12/1978,peace,0,peace,0,1,0,1,0,639.4141846,1.069500804,4.290459633,0.004270368,0.541740581,61.6064949,-0.361005604,0,0,6.01615715,0,2.215872839,6939.449219,2.81973023,1.155111875,0.092141919,0.142045185,0.055773441,0.044278253,0.925885022,0.035673715
Brazil,140,1978,11,11/15/1978,peace,0,peace,0,1,0,1,0,1101.269653,1.113114357,4.406719208,0.003256692,0.433392963,136.0149994,-0.361005604,0,0,4.060442924,0,1.040244035,2305.547852,3.857033986,1.099144552,0.477660716,0.043698136,-0.199743822,-0.020894481,1.012709737,-0.025889574
New Zealand,920,1978,11,11/25/1978,peace,0,peace,0,2,0,2,0,5727.365234,1.199248433,2.602689743,0.000524088,0.129939627,64.78526306,-0.361005604,1,0,3.610917807,4.274348736,0.69781069,1818.365845,3.988627156,1.128028958,3.149732113,0.105738252,-0.031957678,-0.100750536,1.06313622,0.025351115
Venezuela,101,1978,12,12/3/1978,peace,0,peace,0,1,0,1,0,3283.447021,1.055503726,3.634951115,0.002066,-0.361529022,91.26396942,-0.357962787,1,0,4.077537537,3.087247372,1.080496451,2362.305664,3.825682823,1.097776893,1.389933228,0.075473204,-0.121043228,0.017743586,0.961492002,-0.027257234
Venezuela,101,1978,12,12/3/1978,peace,0,peace,0,1,0,1,0,3283.447021,1.055503726,3.634951115,0.002066,-0.361529022,91.26396942,-0.357962787,1,0,4.077537537,3.087247372,1.080496451,2362.305664,3.825682823,1.097776893,1.389933228,0.075473204,-0.121043228,0.017743586,0.961492002,-0.027257234
Comoros,581,1978,12,12/8/1978,peace,0,peace,0,2,0,2,0,578.6125488,1.045823336,4.837867737,0.008833322,0.919979367,32.72459412,-0.361005604,0,0,2.197224617,0,0.045777168,746.9301758,4.711820574,1.109328087,0.77465415,0.09782131,0.078993969,0.00160044,0.942753851,0.013032859
Zambia,551,1978,12,12/12/1978,vio,0,vio,0,1,0,1,0,565.1094971,1.095609903,4.557029724,0.003087356,1.688109457,73.89298248,-0.357962787,0,0,5.147494316,0,0.045777168,746.9301758,4.711820574,1.109328087,0.756576061,0.09782131,0.078993969,0.00160044,0.987633765,0.013032859
Zambia,551,1978,12,12/12/1978,vio,0,vio,0,1,0,1,0,565.1094971,1.095609903,4.557029724,0.003087356,1.688109457,73.89298248,-0.357962787,0,0,5.147494316,0,0.045777168,746.9301758,4.711820574,1.109328087,0.756576061,0.09782131,0.078993969,0.00160044,0.987633765,0.013032859
South Korea,732,1978,12,12/12/1978,peace,0,peace,0,1,0,1,0,1444.926147,1.324352384,2.734367371,0.000472733,0.298571554,110.2790833,-0.361005604,0,0,5.351858139,0,0.820479668,2076.294434,3.898989211,1.136915631,0.695915818,0.228998899,-0.068685256,-0.011430092,1.164864302,0.035634242
Comoros,581,1978,12,12/15/1978,peace,0,peace,0,3,0,3,0,578.6125488,1.045823336,4.837867737,0.008833322,0.919979367,32.72459412,-0.361005604,0,0,2.197224617,0,0.045777168,746.9301758,4.711820574,1.109328087,0.77465415,0.09782131,0.078993969,0.00160044,0.942753851,0.013032859
Belgium,211,1978,12,12/17/1978,peace,0,peace,0,2,0,2,0,10075.74023,1.221055269,2.602689743,0.000400544,-0.763926666,84.52883148,-0.361005604,1,0,1.386294365,4.076124191,2.219185022,6939.449219,2.81973023,1.155111875,1.451951027,0.111636959,0.014918423,-0.041260019,1.057088375,0.034418575
Rwanda,517,1978,12,12/24/1978,peace,0,peace,0,1,0,1,0,209.0815887,1.173336148,4.976043701,0.024605053,0.398609999,72.0202713,-0.361005604,0,0,4.204692841,0,0.045777168,746.9301758,4.711820574,1.109328087,0.279921204,0.09782131,0.078993969,0.00160044,1.0576998,0.013032859
Algeria,615,1979,2,2/7/1979,peace,0,peace,0,3,0,3,0,1835.792725,1.224027872,4.680277824,0.022437651,0.11073498,96.11839294,-0.361005604,0,0,1.386294365,0,0.333521658,6495.708008,4.196088929,1.196438165,0.282616258,0.163927004,-0.222749949,-0.015149651,1.023059845,0.106147684
Algeria,615,1979,2,2/7/1979,peace,0,peace,0,3,0,3,0,1835.792725,1.224027872,4.680277824,0.016979735,0.11073498,96.11839294,-0.361005604,0,0,0.693147182,0,0.333521658,6495.708008,4.196088929,1.196438165,0.282616258,0.163927004,-0.222749949,-0.015149651,1.023059845,0.106147684
Haiti,41,1979,2,2/11/1979,vio,0,vio,0,1,0,1,0,207.9172668,1.085875154,4.886582851,0.001814505,-0.875916368,73.41519928,-0.361005604,0,0,4.564348221,0,1.069887825,2667.896729,3.77009511,1.134730928,0.077933028,0.099260196,-0.159584969,0.004355617,0.956945062,0.035672348
Bangladesh,771,1979,2,2/18/1979,peace,0,peace,0,2,0,2,0,241.8321686,1.140516877,4.916324615,0.008274792,-0.665532178,126.9872437,-0.228349626,0,0,3.713572025,0,0.71750751,2199.443359,3.936926624,1.11926816,0.109951533,0.110335588,-0.14951846,-0.116386592,1.018984437,-0.009858582
Spain,230,1979,3,3/1/1979,peace,0,peace,0,1,0,1,0,5681.273438,1.324352384,2.821378946,0.004295217,0.743251315,110.7543564,0.027245851,1,0,3.526360512,1.299283028,2.228408158,8008.724609,2.768376056,1.158032884,0.709385514,0.14444086,0.052240055,0.041295242,1.143622398,0.002921009
Finland,375,1979,3,3/18/1979,peace,0,peace,0,3,0,3,0,9360.399414,1.223288774,2.028148174,0.000203944,-1.039475479,71.72058105,-0.361005604,1,0,5.627621174,3.560098648,2.228408158,8008.724609,2.768376056,1.158032884,1.16877532,0.14444086,0.052240055,0.041295242,1.056350589,0.002921009
Zimbabwe,552,1979,4,4/10/1979,vio,0,vio,0,2,0,2,0,890.1970825,1.151503921,4.220977306,0.034462593,-0.527751308,78.4706955,5.167357922,0,0,5.09375,0,0.044247096,835.5599365,4.692604627,1.108382813,1.065389872,0.112407729,-0.048447017,-0.000455779,1.038904548,-0.000945274
Zimbabwe,552,1979,4,4/17/1979,vio,0,vio,0,1,1,1,1,890.1970825,1.151503921,4.220977306,0.034462593,-0.527751308,78.4706955,5.167357922,0,0,5.09375,0,0.044247096,835.5599365,4.692604627,1.108382813,1.065389872,0.112407729,-0.048447017,-0.000455779,1.038904548,-0.000945274
Thailand,800,1979,4,4/22/1979,vio,1,peace,0,1,2,3,0,620.8256836,1.115881801,3.889777422,0.023813421,0.256023003,115.4993591,-0.140108332,0,0,2.944438934,0,0.722193805,2199.443359,3.936926624,1.11926816,0.282264918,0.176539078,-0.049454361,-0.097732365,0.996974468,-0.009118605
Ecuador,130,1979,4,4/29/1979,vio,0,vio,0,2,0,2,0,1706.266724,1.15813148,4.261270523,0.024964312,-1.099166017,80.17899323,-0.35492,1,0,3.737669706,0,1.048027316,2667.896729,3.77009511,1.134730928,0.639555037,0.099260196,-0.232234448,-0.020632911,1.020622134,0.035672348
Ecuador,130,1979,4,4/29/1979,peace,0,peace,0,2,0,2,0,1706.266724,1.15813148,4.261270523,0.024964312,-1.099166017,80.17899323,-0.35492,1,0,3.737669706,0,1.048027316,2667.896729,3.77009511,1.134730928,0.639555037,0.099260196,-0.232234448,-0.020632911,1.020622134,0.035672348
United Kingdom,200,1979,5,5/3/1979,peace,0,peace,0,1,0,1,0,8351.299805,1.305812716,2.541601896,0.000558899,0.44497596,119.6486816,0.018117441,1,0,3.663561583,4.224397659,2.311205993,8019.105469,2.759643931,1.163723271,1.041425347,0.164603353,0.075782612,0.116480328,1.122099042,0.008611396
United Kingdom,200,1979,5,5/3/1979,peace,0,peace,0,1,0,1,0,8351.299805,1.305812716,2.541601896,0.000689374,0.44497596,119.6486816,0.018117441,1,0,0.693147182,4.224397659,2.311205993,8019.105469,2.759643931,1.163723271,1.041425347,0.164603353,0.075782612,0.116480328,1.122099042,0.008611396
Austria,305,1979,5,5/6/1979,peace,0,peace,0,2,0,2,0,9669.795898,1.193565607,2.681021452,0.000417743,-0.879245091,79.75030518,-0.361005604,1,0,4.709530354,3.202068806,2.311205993,8019.105469,2.759643931,1.163723271,1.20584476,0.164603353,0.075782612,0.116480328,1.025643826,0.008611396
Canada,20,1979,5,5/22/1979,peace,0,peace,0,1,0,1,0,10688.06348,1.06702888,2.397895336,0.000547253,0.242198757,101.9340439,-0.361005604,1,0,4.905274868,3.879844189,1.055540611,2667.896729,3.77009511,1.134730928,4.006175995,0.096500166,-0.1585695,-0.08527936,0.940336466,0.035134651
Italy,325,1979,6,6/3/1979,vio,0,peace,0,2,0,2,0,7076.010254,1.245929599,2.714694738,0.001085359,-0.03758778,119.5512085,-0.281892717,1,0,3.610917807,3.540959358,2.237609771,8008.724609,2.768376056,1.158032884,0.88353771,0.14444086,0.05005556,0.039192583,1.075901747,0.002921009
Egypt,651,1979,6,6/7/1979,peace,0,peace,0,4,0,4,0,494.2467957,1.18809855,4.787491798,0.002412925,-0.197571668,114.2780685,-0.35492,0,0,4.672828674,0,0.354592604,6728.704102,4.167896392,1.194831716,0.073453486,0.226555198,-0.195215166,0.019195324,0.994364738,0.10420876
Egypt,651,1979,6,6/14/1979,peace,0,peace,0,5,0,5,0,494.2467957,1.18809855,4.787491798,0.002412925,-0.197571668,114.2780685,-0.35492,0,0,4.672828674,0,0.354592604,6728.704102,4.167896392,1.194831716,0.073453486,0.226555198,-0.195215166,0.019195324,0.994364738,0.10420876
Mali,432,1979,6,6/19/1979,peace,0,peace,0,1,0,1,0,264.7059631,1.281327486,5.104732513,0.018318478,-0.495806386,78.65686798,-0.361005604,0,0,4.85981226,0,0.043447604,898.1400757,4.691045863,1.106521829,0.294726819,0.157327473,-0.1536154,-0.00152974,1.157977581,-0.002806258
Mali,432,1979,6,6/19/1979,peace,0,peace,0,1,0,1,0,264.7059631,1.281327486,5.104732513,0.018318478,-0.495806386,78.65686798,-0.361005604,0,0,4.85981226,0,0.043447604,898.1400757,4.691045863,1.106521829,0.294726819,0.157327473,-0.1536154,-0.00152974,1.157977581,-0.002806258
Bolivia,145,1979,7,7/1/1979,peace,0,peace,0,2,0,2,0,693.928772,1.151144147,4.745801449,0.112353131,1.319900881,73.32581329,-0.361005604,0,1,2.302585125,0,1.025917707,2556.421143,3.781115472,1.12197312,0.271445394,0.11926578,-0.063512847,0.045789171,1.025999784,0.025162909
Bolivia,145,1979,7,7/1/1979,peace,0,peace,0,2,0,2,0,693.928772,1.151144147,4.745801449,0.112353131,1.319900881,73.32581329,-0.361005604,0,1,2.302585125,0,1.025917707,2556.421143,3.781115472,1.12197312,0.271445394,0.11926578,-0.063512847,0.045789171,1.025999784,0.025162909
Mexico,70,1979,7,7/1/1979,peace,0,peace,0,2,0,2,0,2488.68042,1.324352384,4.069026947,0.00027363,0.935922361,123.5373917,-0.339705974,0,0,3.496507645,0,1.025917707,2556.421143,3.781115472,1.12197312,0.973501742,0.11926578,-0.063512847,0.045789171,1.18037796,0.025162909
Congo,484,1979,7,7/8/1979,peace,0,peace,0,1,0,1,0,989.9706421,1.324352503,4.287715912,0.032383181,0.374430197,55.74181747,-0.361005604,0,0,1.945910096,0,0.04661895,842.1577759,4.690812442,1.117542584,1.175516844,0.059313729,-0.075249776,0.003437466,1.185057759,0.012059709
Iran,630,1979,8,8/3/1979,vio,0,peace,0,2,0,2,0,2366.854248,1.119230628,4.427238941,0.004351223,0.197915951,110.7775879,0.999127448,0,0,2.079441547,0,0.355408626,6728.704102,4.167896392,1.194831716,0.351754844,0.177673623,-0.259652257,0.004141963,0.93672657,0.104541235
Sweden,380,1979,9,9/16/1979,peace,0,peace,0,2,0,2,0,14289.60645,1.178807735,2.001480103,0.000417514,0.003253309,81.42320251,-0.361005604,1,0,2.564949274,4.121743679,2.246433865,8008.724609,2.768376056,1.158032884,1.784254909,0.14444086,0.048138343,0.037355788,1.017939806,0.002921009
Japan,740,1979,10,10/7/1979,peace,0,peace,0,3,0,3,0,9106.116211,1.032112598,2.066862822,0.000252019,0.067056091,135.7845306,-0.348834395,1,0,2.484906673,3.384390354,0.695683427,2093.35376,3.894908899,1.122652794,4.350013256,0.138108209,0.05754992,-0.012034176,0.919351578,-0.006328423
